"","id","especie","ultima_modificacion","altura","circ_tronco_cm","diametro_tronco","long","lat","seccion","nombre_seccion","area_seccion","inclinacion_peligrosa","circ_tronco_cm_cat"
"20207",30692,"Liquidambar","03/02/2011 10:23","Alto (> 8 mts)",38,"Mediano",-68.8555841836,-32.8670824789,6,"Residencial Norte",2694682.37982,0,"bajo"
"24350",36873,"Fresno europeo","07/04/2011 16:39","Alto (> 8 mts)",104,"Grande",-68.8585508543,-32.8797611304,7,"Residencial Parque",1786336.08966,0,"medio"
"27075",40962,"Morera","18/04/2011 14:28","Alto (> 8 mts)",170,"Grande",-68.8417592838,-32.8846856039,1,"Parque Central",1655357.93265,1,"medio"
"19617",29808,"Pltano","04/03/2011 13:06","Alto (> 8 mts)",180,"Grande",-68.8430110315,-32.8921887156,2,"Barrio Civico",2366816.36021,0,"medio"
"18615",28326,"Fresno americano","11/03/2011 12:39","Alto (> 8 mts)",160,"Grande",-68.8481154906,-32.888485208,5,"Residencial Sur",2423808.92355,0,"medio"
"10159",15693,"Aguaribay","15/11/2011 16:41","Medio (4 - 8 mts)",130,"Grande",-68.8621923461,-32.870906515,7,"Residencial Parque",1786336.08966,1,"medio"
"18333",27932,"Pltano","03/11/2011 11:25","Alto (> 8 mts)",220,"Grande",-68.8381819229,-32.8935085868,2,"Barrio Civico",2366816.36021,0,"alto"
"727",1126,"Acer","01/12/2011 08:16","Alto (> 8 mts)",100,"Grande",-68.8758148771,-32.8667517424,8,"Aeroparque",2203364.73622,0,"bajo"
"21665",32879,"Fresno europeo","10/06/2011 10:29","Medio (4 - 8 mts)",100,"Grande",-68.850844856,-32.8854512153,5,"Residencial Sur",2423808.92355,0,"bajo"
"31320",47526,"Morera","29/08/2011 12:57","Alto (> 8 mts)",96,"Grande",-68.8259004934,-32.870759526,4,"Cuarta Este Área Fundacional",1822015.85685,0,"bajo"
"29359",44523,"Pltano","18/10/2011 09:54","Alto (> 8 mts)",195,"Grande",-68.8354560019,-32.8851367017,3,"Parque O'Higgins",1531146.02653,0,"medio"
"29628",44940,"Morera","23/08/2011 10:06","Medio (4 - 8 mts)",122,"Grande",-68.8244226224,-32.868661743,4,"Cuarta Este Área Fundacional",1822015.85685,1,"medio"
"4906",7509,"Jacarand","15/06/2011 13:20","Bajo (2 - 4 mts)",40,"Mediano",-68.8573146147,-32.8829401453,5,"Residencial Sur",2423808.92355,0,"bajo"
"14070",21487,"Fresno europeo","11/05/2011 11:23","Medio (4 - 8 mts)",75,"Grande",-68.8582088109,-32.8927974556,5,"Residencial Sur",2423808.92355,0,"bajo"
"950",1457,"Fresno europeo","25/11/2011 10:40","Bajo (2 - 4 mts)",65,"Grande",-68.8712748694,-32.8760397119,7,"Residencial Parque",1786336.08966,0,"bajo"
"15394",23416,"Morera","26/01/2011 19:15","Alto (> 8 mts)",142,"Grande",-68.8501260923,-32.9023827619,2,"Barrio Civico",2366816.36021,0,"medio"
"9325",14283,"Paraiso sombrilla","07/12/2011 09:03","Bajo (2 - 4 mts)",100,"Grande",-68.8775703907,-32.8686684111,8,"Aeroparque",2203364.73622,0,"bajo"
"1848",2803,"Fresno europeo","10/11/2011 12:43","Medio (4 - 8 mts)",50,"Mediano",-68.8283922936,-32.8837829916,3,"Parque O'Higgins",1531146.02653,0,"bajo"
"22516",34132,"Morera","10/03/2011 09:54","Alto (> 8 mts)",190,"Grande",-68.8561786271,-32.8732637744,6,"Residencial Norte",2694682.37982,0,"medio"
"10388",16019,"Morera","11/08/2011 08:30","Alto (> 8 mts)",150,"Grande",-68.8436866792,-32.8709207591,4,"Cuarta Oeste",1173332.70145,1,"medio"
"27888",42223,"Morera","02/05/2011 10:00","Alto (> 8 mts)",105,"Grande",-68.8399804632,-32.8738783136,4,"Cuarta Oeste",1173332.70145,0,"medio"
"24534",37132,"Morera","07/04/2011 10:10","Alto (> 8 mts)",130,"Grande",-68.8581404435,-32.8776250733,7,"Residencial Parque",1786336.08966,0,"medio"
"17196",26192,"Fresno americano","20/10/2011 10:50","Medio (4 - 8 mts)",149,"Grande",-68.8314923083,-32.8882975343,3,"Parque O'Higgins",1531146.02653,0,"medio"
"31889",48378,"Fresno europeo","05/09/2011 08:50","Alto (> 8 mts)",150,"Grande",-68.8291794524,-32.8698355721,4,"Cuarta Este Área Fundacional",1822015.85685,0,"medio"
"15135",23049,"Fresno europeo","14/06/2011 13:26","Medio (4 - 8 mts)",22,"Mediano",-68.8618190597,-32.9021172591,5,"Residencial Sur",2423808.92355,0,"bajo"
"9543",14609,"Paraiso","13/12/2011 12:43","Bajo (2 - 4 mts)",50,"Mediano",-68.8802088613,-32.866016102,8,"Aeroparque",2203364.73622,0,"bajo"
"11032",17025,"Paraiso","09/08/2011 11:29","Alto (> 8 mts)",152,"Grande",-68.8386300771,-32.8641877312,4,"Cuarta Oeste",1173332.70145,0,"medio"
"3837",5896,"Morera","14/04/2011 10:14","Medio (4 - 8 mts)",39,"Mediano",-68.8468038162,-32.8834198185,1,"Parque Central",1655357.93265,0,"bajo"
"5440",8331,"Morera","23/03/2011 18:05","Bajo (2 - 4 mts)",15,"Chico",-68.8459570736,-32.8938624475,2,"Barrio Civico",2366816.36021,0,"bajo"
"30960",46961,"lamo blanco","09/09/2011 09:26","Alto (> 8 mts)",125,"Grande",-68.830894967,-32.8708733182,4,"Cuarta Este Área Fundacional",1822015.85685,0,"medio"
"25950",39243,"Morera","28/12/2010 09:42","Medio (4 - 8 mts)",70,"Grande",-68.8549708638,-32.8717149473,6,"Residencial Norte",2694682.37982,0,"bajo"
"18946",28829,"Pltano","27/04/2011 12:14","Alto (> 8 mts)",225,"Grande",-68.8480786229,-32.884610558,1,"Parque Central",1655357.93265,0,"alto"
"28661",43440,"Olmo comun","03/10/2011 10:53","Alto (> 8 mts)",180,"Grande",-68.8309979892,-32.879501265,4,"Cuarta Este Área Fundacional",1822015.85685,0,"medio"
"1606",2438,"Morera","27/10/2011 10:01","Medio (4 - 8 mts)",65,"Grande",-68.8371018662,-32.8901167844,3,"Parque O'Higgins",1531146.02653,0,"bajo"
"19119",29106,"Pltano","27/04/2011 10:02","Alto (> 8 mts)",175,"Grande",-68.8438492055,-32.8854188403,1,"Parque Central",1655357.93265,1,"medio"
"12633",19392,"Fresno europeo","04/07/2011 10:34","Alto (> 8 mts)",150,"Grande",-68.8345789263,-32.8718569427,4,"Cuarta Oeste",1173332.70145,0,"medio"
"839",1295,"Paraiso","30/11/2011 17:51","Bajo (2 - 4 mts)",16,"Chico",-68.8774409387,-32.8693542652,8,"Aeroparque",2203364.73622,0,"bajo"
"19712",29955,"Morera","28/04/2011 12:15","Alto (> 8 mts)",200,"Grande",-68.8422671803,-32.886035177,1,"Parque Central",1655357.93265,0,"medio"
"31785",48221,"Fresno europeo","02/09/2011 14:06","Alto (> 8 mts)",120,"Grande",-68.8303185983,-32.8708280842,4,"Cuarta Este Área Fundacional",1822015.85685,1,"medio"
"15275",23245,"Morera","30/01/2012 17:44","Medio (4 - 8 mts)",110,"Grande",-68.8527599487,-32.9020379291,2,"Barrio Civico",2366816.36021,0,"medio"
"30928",46903,"Paraiso","09/09/2011 09:12","Alto (> 8 mts)",250,"Grande",-68.8326467828,-32.8717432101,4,"Cuarta Este Área Fundacional",1822015.85685,0,"alto"
"20816",31623,"Pltano","10/06/2011 08:48","Alto (> 8 mts)",192,"Grande",-68.8597516238,-32.8880895927,5,"Residencial Sur",2423808.92355,0,"medio"
"5775",8867,"Morera","12/05/2010 12:04","Bajo (2 - 4 mts)",38,"Mediano",-68.8511041313,-32.8666745805,6,"Residencial Norte",2694682.37982,0,"bajo"
"16692",25419,"Fresno europeo","14/02/2011 12:18","Medio (4 - 8 mts)",60,"Mediano",-68.8366836953,-32.9005116013,2,"Barrio Civico",2366816.36021,0,"bajo"
"21343",32385,"Morera","23/05/2011 13:43","Alto (> 8 mts)",153,"Grande",-68.8504155306,-32.888720357,5,"Residencial Sur",2423808.92355,1,"medio"
"2215",3341,"Pltano","05/10/2011 11:10","Bajo (2 - 4 mts)",40,"Mediano",-68.8295613869,-32.8791804816,4,"Cuarta Este Área Fundacional",1822015.85685,0,"bajo"
"1057",1606,"Paraiso","24/11/2011 10:18","Medio (4 - 8 mts)",66,"Grande",-68.8716554456,-32.8793064499,7,"Residencial Parque",1786336.08966,0,"bajo"
"9207",14083,"Acacia SP","02/12/2011 09:44","Muy bajo (1 - 2 mts)",6,"Chico",-68.876339385,-32.8686844056,8,"Aeroparque",2203364.73622,0,"bajo"
"29902",45356,"Paraiso","16/09/2011 08:47","Medio (4 - 8 mts)",120,"Grande",-68.8238123151,-32.873357446,4,"Cuarta Este Área Fundacional",1822015.85685,0,"medio"
"17948",27336,"Pltano","25/10/2011 09:01","Alto (> 8 mts)",250,"Grande",-68.835591191,-32.8909802923,3,"Parque O'Higgins",1531146.02653,0,"alto"
"29343",44501,"Fresno americano","18/10/2011 10:27","Medio (4 - 8 mts)",155,"Grande",-68.8366370888,-32.8858918346,3,"Parque O'Higgins",1531146.02653,0,"medio"
"16648",25356,"Caducifolio","11/02/2011 12:35","Bajo (2 - 4 mts)",31,"Mediano",-68.8388532717,-32.9000307497,2,"Barrio Civico",2366816.36021,0,"bajo"
"2141",3237,"Ligustro","28/09/2011 08:52","Medio (4 - 8 mts)",60,"Mediano",-68.8343337564,-32.8737196882,4,"Cuarta Este Área Fundacional",1822015.85685,0,"bajo"
"4045",6232,"Fresno americano","11/04/2011 15:03","Alto (> 8 mts)",164,"Grande",-68.8390315523,-32.8872786154,3,"Parque O'Higgins",1531146.02653,0,"medio"
"16589",25260,"Olmo comun","08/02/2011 10:34","Medio (4 - 8 mts)",74,"Grande",-68.8391088501,-32.8993050308,2,"Barrio Civico",2366816.36021,0,"bajo"
"4638",7101,"Morera","01/06/2011 11:57","Alto (> 8 mts)",115,"Grande",-68.8608325809,-32.8972565297,5,"Residencial Sur",2423808.92355,0,"medio"
"19479",29606,"Olmo comun","03/03/2011 13:14","Alto (> 8 mts)",125,"Grande",-68.8445350453,-32.890920948,2,"Barrio Civico",2366816.36021,0,"medio"
"15061",22952,"Pltano","19/05/2011 16:51","Alto (> 8 mts)",172,"Grande",-68.8557935089,-32.8999325917,5,"Residencial Sur",2423808.92355,0,"medio"
"23968",36307,"Morera","04/04/2011 12:08","Medio (4 - 8 mts)",160,"Grande",-68.85324578,-32.8766624652,6,"Residencial Norte",2694682.37982,0,"medio"
"6471",9869,"Fresno europeo","09/02/2011 11:39","Medio (4 - 8 mts)",55,"Mediano",-68.8570834132,-32.8661265643,6,"Residencial Norte",2694682.37982,0,"bajo"
"5516",8447,"Fresno europeo","09/02/2011 19:17","Medio (4 - 8 mts)",62,"Grande",-68.8363853886,-32.8978857928,2,"Barrio Civico",2366816.36021,0,"bajo"
"12597",19340,"Fresno europeo","19/07/2011 11:07","Alto (> 8 mts)",95,"Grande",-68.8361916138,-32.8705287055,4,"Cuarta Oeste",1173332.70145,0,"bajo"
"24835",37587,"Morera","17/11/2010 10:06","Alto (> 8 mts)",130,"Grande",-68.8578316767,-32.8704284826,6,"Residencial Norte",2694682.37982,0,"medio"
"13399",20533,"Caducifolio","03/06/2011 09:20","Muy bajo (1 - 2 mts)",15,"Chico",-68.8593829308,-32.8975543234,5,"Residencial Sur",2423808.92355,0,"bajo"
"20519",31169,"Morera","07/02/2011 12:29","Muy bajo (1 - 2 mts)",5,"Chico",-68.854968948,-32.8637804931,6,"Residencial Norte",2694682.37982,0,"bajo"
"28071",42519,"Jacarand","28/09/2011 11:47","Alto (> 8 mts)",128,"Grande",-68.8294315387,-32.8765160236,4,"Cuarta Este Área Fundacional",1822015.85685,0,"medio"
"9079",13862,"Aguaribay","16/12/2011 12:47","Medio (4 - 8 mts)",90,"Grande",-68.8750582303,-32.8678469483,8,"Aeroparque",2203364.73622,0,"bajo"
"27742",41993,"Pltano","25/04/2011 13:50","Alto (> 8 mts)",199,"Grande",-68.8364895771,-32.8790489275,1,"Parque Central",1655357.93265,0,"medio"
"28364",42981,"Olmo bola","06/10/2011 17:55","Bajo (2 - 4 mts)",60,"Mediano",-68.833718511,-32.8779514305,4,"Cuarta Este Área Fundacional",1822015.85685,0,"bajo"
"19405",29500,"Pltano","18/02/2011 11:13","Alto (> 8 mts)",182,"Grande",-68.8449088536,-32.8919768275,2,"Barrio Civico",2366816.36021,0,"medio"
"16543",25184,"Morera","09/02/2011 17:23","Medio (4 - 8 mts)",106,"Grande",-68.8363083684,-32.8982738371,2,"Barrio Civico",2366816.36021,0,"medio"
"24814",37559,"Morera","16/11/2010 11:13","Alto (> 8 mts)",190,"Grande",-68.8569496834,-32.8693337215,6,"Residencial Norte",2694682.37982,1,"medio"
"26087",39433,"Morera","11/11/2010 11:11","Medio (4 - 8 mts)",90,"Grande",-68.8548886951,-32.8703809204,6,"Residencial Norte",2694682.37982,0,"bajo"
"15502",23591,"Morera","19/01/2012 09:23","Alto (> 8 mts)",210,"Grande",-68.8512635331,-32.8980052421,2,"Barrio Civico",2366816.36021,0,"alto"
"20482",31117,"Fresno europeo","08/02/2011 09:22","Bajo (2 - 4 mts)",60,"Mediano",-68.8543729018,-32.8644515864,6,"Residencial Norte",2694682.37982,0,"bajo"
"10407",16047,"Morera","15/08/2011 13:28","Alto (> 8 mts)",170,"Grande",-68.845214793,-32.8708614693,6,"Residencial Norte",2694682.37982,0,"medio"
"14755",22503,"Morera","27/06/2011 14:28","Alto (> 8 mts)",105,"Grande",-68.8589238495,-32.9004008038,5,"Residencial Sur",2423808.92355,1,"medio"
"16789",25575,"Jacarand","07/02/2011 17:38","Alto (> 8 mts)",88,"Grande",-68.838656383,-32.9013313638,2,"Barrio Civico",2366816.36021,0,"bajo"
"4277",6573,"Pltano","19/05/2011 10:11","Alto (> 8 mts)",185,"Grande",-68.8574016798,-32.8907464466,5,"Residencial Sur",2423808.92355,0,"medio"
"21434",32517,"Morera","23/06/2011 13:57","Alto (> 8 mts)",96,"Grande",-68.8512264374,-32.8898251465,5,"Residencial Sur",2423808.92355,0,"bajo"
"1836",2788,"Pltano","20/10/2011 17:18","Alto (> 8 mts)",190,"Grande",-68.8351737802,-32.8801463163,1,"Parque Central",1655357.93265,1,"medio"
"18657",28398,"Fresno americano","14/03/2011 09:58","Alto (> 8 mts)",79,"Grande",-68.8493362018,-32.8880435319,5,"Residencial Sur",2423808.92355,0,"bajo"
"23164",35114,"Fresno americano","28/03/2011 12:13","Muy bajo (1 - 2 mts)",10,"Chico",-68.8520285019,-32.880960118,1,"Parque Central",1655357.93265,0,"bajo"
"21720",32969,"Morera","01/07/2011 12:21","Alto (> 8 mts)",210,"Grande",-68.8502230951,-32.887551415,5,"Residencial Sur",2423808.92355,0,"alto"
"8406",12834,"Fresno europeo","21/01/2011 09:08","Medio (4 - 8 mts)",100,"Grande",-68.847529429,-32.8639043845,4,"Cuarta Oeste",1173332.70145,0,"bajo"
"15694",23871,"Ailanthus","28/01/2011 10:05","Alto (> 8 mts)",55,"Mediano",-68.8510957255,-32.8997395448,2,"Barrio Civico",2366816.36021,0,"bajo"
"7607",11604,"Paraiso","10/05/2010 11:01","Bajo (2 - 4 mts)",150,"Grande",-68.8525262674,-32.8673407088,6,"Residencial Norte",2694682.37982,0,"medio"
"8138",12393,"Morera","21/01/2011 10:07","Alto (> 8 mts)",130,"Grande",-68.8481779306,-32.8663341101,6,"Residencial Norte",2694682.37982,0,"medio"
"16649",25358,"Morera","11/02/2011 12:27","Alto (> 8 mts)",160,"Grande",-68.8388914238,-32.9002110467,2,"Barrio Civico",2366816.36021,0,"medio"
"9689",14844,"Aguaribay","07/12/2011 09:58","Muy bajo (1 - 2 mts)",13,"Chico",-68.8783587798,-32.8699946539,8,"Aeroparque",2203364.73622,0,"bajo"
"17888",27238,"Pltano","26/10/2011 09:53","Alto (> 8 mts)",195,"Grande",-68.836293775,-32.8897071665,3,"Parque O'Higgins",1531146.02653,0,"medio"
"28634",43402,"Fresno americano","27/10/2011 15:55","Alto (> 8 mts)",120,"Grande",-68.8316899745,-32.8812544133,3,"Parque O'Higgins",1531146.02653,0,"medio"
"2406",3646,"Morera","24/08/2011 12:03","Medio (4 - 8 mts)",57,"Mediano",-68.8220785421,-32.8694271822,4,"Cuarta Este Área Fundacional",1822015.85685,0,"bajo"
"19542",29699,"Acacia SP","02/03/2011 15:26","Alto (> 8 mts)",188,"Grande",-68.8416451528,-32.8937498576,2,"Barrio Civico",2366816.36021,0,"medio"
"16144",24562,"Morera","28/01/2011 13:47","Alto (> 8 mts)",63,"Grande",-68.8436893279,-32.9021317851,2,"Barrio Civico",2366816.36021,0,"bajo"
"19443",29552,"Pltano","25/02/2011 12:44","Alto (> 8 mts)",98,"Grande",-68.8426203733,-32.8924465591,2,"Barrio Civico",2366816.36021,0,"bajo"
"8219",12524,"Paraiso sombrilla","10/01/2011 10:00","Bajo (2 - 4 mts)",44,"Mediano",-68.8439685252,-32.8631109484,4,"Cuarta Oeste",1173332.70145,0,"bajo"
"29556",44834,"Morera","23/08/2011 09:27","Alto (> 8 mts)",90,"Grande",-68.8249705868,-32.8671124081,4,"Cuarta Este Área Fundacional",1822015.85685,1,"bajo"
"7309",11135,"Prunas","28/01/2011 13:31","Bajo (2 - 4 mts)",18,"Chico",-68.8437845621,-32.9024826235,2,"Barrio Civico",2366816.36021,0,"bajo"
"14469",22089,"Jacarand","10/06/2011 11:08","Alto (> 8 mts)",125,"Grande",-68.8546167508,-32.897616229,5,"Residencial Sur",2423808.92355,0,"medio"
"15547",23661,"Fresno americano","20/01/2011 19:26","Medio (4 - 8 mts)",48,"Mediano",-68.8484833781,-32.9006833218,2,"Barrio Civico",2366816.36021,0,"bajo"
"9500",14543,"Morera","05/12/2011 12:50","Medio (4 - 8 mts)",80,"Grande",-68.8794605021,-32.867569219,8,"Aeroparque",2203364.73622,0,"bajo"
"20796",31595,"Fresno europeo","10/06/2011 11:48","Alto (> 8 mts)",198,"Grande",-68.8611217207,-32.8888327634,5,"Residencial Sur",2423808.92355,0,"medio"
"3293",5036,"Paraiso","21/07/2011 10:40","Medio (4 - 8 mts)",96,"Grande",-68.8406974116,-32.8625350926,4,"Cuarta Oeste",1173332.70145,0,"bajo"
"28247",42790,"Perenne","30/09/2011 12:43","Bajo (2 - 4 mts)",13,"Chico",-68.8303843041,-32.877845964,4,"Cuarta Este Área Fundacional",1822015.85685,0,"bajo"
"15319",23302,"Paraiso","18/01/2012 17:03","Medio (4 - 8 mts)",90,"Grande",-68.8521877257,-32.9006819994,2,"Barrio Civico",2366816.36021,0,"bajo"
"15917",24203,"Paraiso sombrilla","26/01/2011 12:16","Medio (4 - 8 mts)",120,"Grande",-68.8449734204,-32.9014614472,2,"Barrio Civico",2366816.36021,0,"medio"
"6635",10139,"Fresno europeo","28/12/2010 13:38","Muy bajo (1 - 2 mts)",11,"Chico",-68.8552284056,-32.8713216415,6,"Residencial Norte",2694682.37982,0,"bajo"
"1962",2988,"Fresno europeo","16/09/2011 11:38","Muy bajo (1 - 2 mts)",10,"Chico",-68.8246998358,-32.8718853272,4,"Cuarta Este Área Fundacional",1822015.85685,0,"bajo"
"28736",43553,"Morera","12/10/2011 08:25","Alto (> 8 mts)",140,"Grande",-68.831040703,-32.8827625203,3,"Parque O'Higgins",1531146.02653,1,"medio"
"13568",20769,"Fresno europeo","31/05/2011 11:28","Alto (> 8 mts)",66,"Grande",-68.8614853025,-32.8957182133,5,"Residencial Sur",2423808.92355,1,"bajo"
"13330",20434,"Fresno europeo","17/05/2011 10:51","Alto (> 8 mts)",102,"Grande",-68.8622653902,-32.893159804,5,"Residencial Sur",2423808.92355,0,"medio"
"21123",32060,"Morera","09/06/2011 09:32","Bajo (2 - 4 mts)",18,"Chico",-68.860823864,-32.8867856813,5,"Residencial Sur",2423808.92355,0,"bajo"
"12010",18471,"Fresno europeo","07/07/2011 11:52","Bajo (2 - 4 mts)",40,"Mediano",-68.8389936258,-32.8741393897,4,"Cuarta Oeste",1173332.70145,0,"bajo"
"2887",4426,"Fresno americano","12/08/2011 10:54","Medio (4 - 8 mts)",105,"Grande",-68.8336799103,-32.8684671469,4,"Cuarta Oeste",1173332.70145,0,"medio"
"9565",14643,"Aguaribay","12/12/2011 12:27","Bajo (2 - 4 mts)",15,"Chico",-68.8797616695,-32.8654532106,8,"Aeroparque",2203364.73622,0,"bajo"
"29302",44447,"Pltano","18/10/2011 10:03","Alto (> 8 mts)",230,"Grande",-68.8373164137,-32.8845711596,3,"Parque O'Higgins",1531146.02653,0,"alto"
"2139",3233,"Paraiso","22/09/2011 08:14","Medio (4 - 8 mts)",111,"Grande",-68.8218873821,-32.8717018334,4,"Cuarta Este Área Fundacional",1822015.85685,1,"medio"
"73",105,"Pltano","29/02/2012 10:14","Medio (4 - 8 mts)",180,"Grande",-68.8566932262,-32.9017201088,5,"Residencial Sur",2423808.92355,0,"medio"
"24615",37260,"Pltano","15/03/2011 11:57","Bajo (2 - 4 mts)",7,"Chico",-68.8585103425,-32.8730782499,6,"Residencial Norte",2694682.37982,0,"bajo"
"2807",4310,"Acer","22/07/2011 08:51","Bajo (2 - 4 mts)",13,"Chico",-68.8448924677,-32.8708809732,6,"Residencial Norte",2694682.37982,0,"bajo"
"10605",16386,"Morera","03/08/2011 09:17","Alto (> 8 mts)",93,"Grande",-68.8348431186,-32.8659300361,4,"Cuarta Oeste",1173332.70145,1,"bajo"
"13027",19979,"Morera","05/08/2011 08:42","Alto (> 8 mts)",170,"Grande",-68.8325498574,-32.8640768665,4,"Cuarta Oeste",1173332.70145,0,"medio"
"10483",16174,"Morera","18/07/2011 09:34","Alto (> 8 mts)",200,"Grande",-68.8431552416,-32.8682025121,4,"Cuarta Oeste",1173332.70145,0,"medio"
"24933",37733,"Liquidambar","14/01/2012 09:08","Bajo (2 - 4 mts)",44,"Mediano",-68.8507700345,-32.8725778321,6,"Residencial Norte",2694682.37982,0,"bajo"
"2975",4557,"Morera","08/08/2011 14:15","Alto (> 8 mts)",120,"Grande",-68.8384565541,-32.8649975631,4,"Cuarta Oeste",1173332.70145,0,"medio"
"1732",2631,"Jacarand","26/10/2011 13:05","Bajo (2 - 4 mts)",50,"Mediano",-68.8324402823,-32.8804986473,3,"Parque O'Higgins",1531146.02653,0,"bajo"
"7051",10758,"Morera","05/04/2011 11:18","Medio (4 - 8 mts)",38,"Mediano",-68.8563033431,-32.8768718736,6,"Residencial Norte",2694682.37982,0,"bajo"
"20153",30614,"Jacarand","07/02/2011 10:32","Medio (4 - 8 mts)",85,"Grande",-68.8577085809,-32.8668860345,6,"Residencial Norte",2694682.37982,0,"bajo"
"8089",12324,"Paraiso","12/01/2011 11:28","Alto (> 8 mts)",155,"Grande",-68.8467055412,-32.8672565095,6,"Residencial Norte",2694682.37982,0,"medio"
"3042",4660,"Morera","15/08/2011 11:35","Alto (> 8 mts)",110,"Grande",-68.8380353359,-32.8633828083,4,"Cuarta Oeste",1173332.70145,0,"medio"
"17731",27000,"Pltano","02/11/2011 16:42","Alto (> 8 mts)",170,"Grande",-68.8354211254,-32.8871274572,3,"Parque O'Higgins",1531146.02653,0,"medio"
"25798",39023,"Morera","27/12/2010 09:38","Alto (> 8 mts)",150,"Grande",-68.8548310093,-32.8712254706,6,"Residencial Norte",2694682.37982,0,"medio"
"11017",17002,"Jacarand","15/08/2011 11:03","Medio (4 - 8 mts)",70,"Grande",-68.8370408752,-32.8645575141,4,"Cuarta Oeste",1173332.70145,0,"bajo"
"6741",10299,"Fresno europeo","02/12/2010 10:12","Medio (4 - 8 mts)",38,"Mediano",-68.8458908387,-32.8722850386,6,"Residencial Norte",2694682.37982,1,"bajo"
"29329",44485,"Pltano","17/10/2011 10:48","Alto (> 8 mts)",210,"Grande",-68.8356844059,-32.8846575723,3,"Parque O'Higgins",1531146.02653,0,"alto"
"26436",39971,"Morera","02/05/2011 12:05","Alto (> 8 mts)",160,"Grande",-68.8456581207,-32.8785654574,1,"Parque Central",1655357.93265,1,"medio"
"7808",11914,"Morera","12/05/2010 12:08","Alto (> 8 mts)",142,"Grande",-68.8513037499,-32.8665162233,6,"Residencial Norte",2694682.37982,0,"medio"
"20395",30986,"Fresno europeo","11/02/2011 09:38","Medio (4 - 8 mts)",136,"Grande",-68.8558764567,-32.8638201317,6,"Residencial Norte",2694682.37982,0,"medio"
"22148",33605,"Acacia SP","17/05/2011 09:12","Medio (4 - 8 mts)",70,"Grande",-68.8537933357,-32.8868777477,5,"Residencial Sur",2423808.92355,0,"bajo"
"13381",20508,"Fresno europeo","01/06/2011 12:02","Medio (4 - 8 mts)",83,"Grande",-68.8608526413,-32.8974323457,5,"Residencial Sur",2423808.92355,0,"bajo"
"3888",5976,"Fresno americano","26/04/2011 12:47","Alto (> 8 mts)",160,"Grande",-68.8468403224,-32.8858247209,1,"Parque Central",1655357.93265,0,"medio"
"5442",8333,"Morera","16/03/2011 18:18","Muy bajo (1 - 2 mts)",4,"Chico",-68.8456463755,-32.8934703977,2,"Barrio Civico",2366816.36021,0,"bajo"
"2641",4030,"Morera","21/09/2011 11:34","Alto (> 8 mts)",65,"Grande",-68.8293131023,-32.8732114459,4,"Cuarta Este Área Fundacional",1822015.85685,0,"bajo"
"3796",5839,"Paraiso","03/05/2011 11:25","Medio (4 - 8 mts)",92,"Grande",-68.8435227639,-32.8734050595,1,"Parque Central",1655357.93265,0,"bajo"
"14301",21848,"Morera","07/06/2011 09:59","Alto (> 8 mts)",127,"Grande",-68.8573676172,-32.8961880532,5,"Residencial Sur",2423808.92355,0,"medio"
"16",25,"Fresno europeo","02/03/2012 12:50","Bajo (2 - 4 mts)",70,"Grande",-68.8559930265,-32.8959464079,5,"Residencial Sur",2423808.92355,0,"bajo"
"28549",43276,"Pltano","21/10/2011 18:20","Medio (4 - 8 mts)",100,"Grande",-68.8338526172,-32.8805868062,3,"Parque O'Higgins",1531146.02653,1,"bajo"
"28621",43380,"Morera","25/10/2011 16:39","Medio (4 - 8 mts)",170,"Grande",-68.8336412858,-32.8811072889,3,"Parque O'Higgins",1531146.02653,0,"medio"
"11324",17460,"Fresno europeo","16/01/2012 10:29","Bajo (2 - 4 mts)",18,"Chico",-68.8361186965,-32.8679979145,4,"Cuarta Oeste",1173332.70145,0,"bajo"
"18514",28179,"Tipa","23/02/2011 14:48","Alto (> 8 mts)",152,"Grande",-68.8487318542,-32.8912494415,2,"Barrio Civico",2366816.36021,0,"medio"
"21703",32946,"Morera","23/05/2011 10:33","Alto (> 8 mts)",180,"Grande",-68.8505114306,-32.8884739906,5,"Residencial Sur",2423808.92355,0,"medio"
"17629",26850,"Morera","07/11/2011 09:23","Alto (> 8 mts)",115,"Grande",-68.8340325901,-32.8928322474,3,"Parque O'Higgins",1531146.02653,0,"medio"
"9538",14602,"Aguaribay","13/12/2011 13:00","Medio (4 - 8 mts)",180,"Grande",-68.8800776582,-32.8655371255,8,"Aeroparque",2203364.73622,0,"medio"
"8956",13678,"Olmo bola","23/02/2011 11:48","Bajo (2 - 4 mts)",90,"Grande",-68.8527107319,-32.8651885663,6,"Residencial Norte",2694682.37982,0,"bajo"
"5566",8525,"Fresno europeo","08/02/2011 10:49","Medio (4 - 8 mts)",33,"Mediano",-68.8396285666,-32.8992483609,2,"Barrio Civico",2366816.36021,0,"bajo"
"286",445,"Morera","06/03/2012 10:56","Medio (4 - 8 mts)",90,"Grande",-68.818324401,-32.8679067303,4,"Cuarta Este Área Fundacional",1822015.85685,0,"bajo"
"26122",39482,"Paraiso","10/11/2010 12:15","Alto (> 8 mts)",180,"Grande",-68.8539253743,-32.870100364,6,"Residencial Norte",2694682.37982,0,"medio"
