"id","especie","altura","circ_tronco_cm","diametro_tronco","long","lat","seccion","inclinacion_peligrosa","cric_tronco_cm_cat","cric_diamtero_cm","esbeltez","rareza_de_altura"
24175,"Olmo comun","Medio (4 - 8 mts)",140,"Grande",-68.8458077456,-32.9024308009,"2",0,"medio",439.6,1318.8,"normal"
24176,"Morera","Alto (> 8 mts)",180,"Grande",-68.845802269,-32.9023837259,"2",0,"medio",565.2,565.2,"muy común"
24177,"Fresno europeo","Medio (4 - 8 mts)",45,"Mediano",-68.8458006864,-32.9023100559,"2",0,"bajo",141.3,423.9,"muy común"
24178,"Fresno europeo","Medio (4 - 8 mts)",58,"Mediano",-68.8457981102,-32.902254689,"2",0,"bajo",182.12,546.36,"muy común"
24179,"Fresno europeo","Medio (4 - 8 mts)",58,"Mediano",-68.8457954965,-32.902159287,"2",0,"bajo",182.12,546.36,"muy común"
24181,"Morera","Medio (4 - 8 mts)",80,"Grande",-68.8457010665,-32.9019067063,"2",0,"bajo",251.2,753.6,"normal"
24182,"Morera","Alto (> 8 mts)",138,"Grande",-68.8449958984,-32.9007823411,"2",0,"medio",433.32,433.32,"muy común"
24183,"Morera","Alto (> 8 mts)",175,"Grande",-68.8448602808,-32.9008049289,"2",0,"medio",549.5,549.5,"muy común"
24185,"Paraiso","Medio (4 - 8 mts)",135,"Grande",-68.844839607,-32.9009305438,"2",0,"medio",423.9,1271.7,"normal"
24186,"Morera","Alto (> 8 mts)",195,"Grande",-68.8448509667,-32.9009747407,"2",1,"medio",612.3,612.3,"muy común"
24187,"Morera","Medio (4 - 8 mts)",95,"Grande",-68.8448741493,-32.9010427569,"2",0,"bajo",298.3,894.9,"normal"
24188,"Morera","Medio (4 - 8 mts)",128,"Grande",-68.8448822862,-32.9010840608,"2",1,"medio",401.92,1205.76,"normal"
24190,"Pltano","Alto (> 8 mts)",220,"Grande",-68.8449108689,-32.9012065493,"2",0,"alto",690.8,690.8,"muy común"
24191,"Morera","Alto (> 8 mts)",160,"Grande",-68.8449317553,-32.9012913341,"2",1,"medio",502.4,502.4,"muy común"
24192,"Morera","Alto (> 8 mts)",200,"Grande",-68.8450579378,-32.900767789,"2",0,"medio",628,628,"muy común"
24193,"Morera","Alto (> 8 mts)",205,"Grande",-68.8451790724,-32.9007457241,"2",1,"alto",643.7,643.7,"muy común"
24194,"Morera","Alto (> 8 mts)",164,"Grande",-68.8452478293,-32.9007318664,"2",1,"medio",514.96,514.96,"muy común"
24195,"Morera","Alto (> 8 mts)",198,"Grande",-68.8453973992,-32.9007045869,"2",0,"medio",621.72,621.72,"muy común"
24196,"Fresno europeo","Medio (4 - 8 mts)",66,"Grande",-68.8454456233,-32.9006938262,"2",0,"bajo",207.24,621.72,"muy común"
24197,"Morera","Alto (> 8 mts)",100,"Grande",-68.845489685,-32.9006857285,"2",0,"bajo",314,314,"muy común"
24200,"Paraiso","Alto (> 8 mts)",190,"Grande",-68.8457290845,-32.9006973042,"2",0,"medio",596.6,596.6,"muy común"
24201,"Paraiso","Alto (> 8 mts)",130,"Grande",-68.8457321792,-32.9007519477,"2",0,"medio",408.2,408.2,"muy común"
24202,"Morera","Alto (> 8 mts)",78,"Grande",-68.8449498156,-32.9013546551,"2",0,"bajo",244.92,244.92,"muy común"
24203,"Paraiso sombrilla","Medio (4 - 8 mts)",120,"Grande",-68.8449734204,-32.9014614472,"2",0,"medio",376.8,1130.4,"muy común"
24204,"Morera","Alto (> 8 mts)",180,"Grande",-68.8450120574,-32.9015806958,"2",0,"medio",565.2,565.2,"muy común"
24206,"Fresno americano","Medio (4 - 8 mts)",80,"Grande",-68.8450448432,-32.9016583719,"2",0,"bajo",251.2,753.6,"muy común"
24208,"Morera","Medio (4 - 8 mts)",89,"Grande",-68.8450906491,-32.9017869574,"2",0,"bajo",279.46,838.38,"normal"
24210,"Fresno europeo","Bajo (2 - 4 mts)",70,"Grande",-68.8454510966,-32.9018066536,"2",0,"bajo",219.8,439.6,"raro"
24212,"Prunas","Bajo (2 - 4 mts)",46,"Mediano",-68.8456575761,-32.9017983823,"2",1,"bajo",144.44,288.88,"muy común"
24214,"Morera","Alto (> 8 mts)",138,"Grande",-68.8457692951,-32.9017356408,"2",0,"medio",433.32,433.32,"muy común"
24216,"Fresno europeo","Medio (4 - 8 mts)",84,"Grande",-68.8457699623,-32.9016590881,"2",0,"bajo",263.76,791.28,"muy común"
24218,"Prunas","Medio (4 - 8 mts)",64,"Grande",-68.8457500224,-32.9014193015,"2",0,"bajo",200.96,602.88,"normal"
24220,"Paraiso","Alto (> 8 mts)",250,"Grande",-68.8457513184,-32.9013055576,"2",0,"alto",785,785,"muy común"
24221,"Prunas","Medio (4 - 8 mts)",100,"Grande",-68.8457461766,-32.9012756846,"2",1,"bajo",314,942,"normal"
24222,"Morera","Alto (> 8 mts)",200,"Grande",-68.8457393629,-32.901181785,"2",0,"medio",628,628,"muy común"
24223,"Paraiso","Alto (> 8 mts)",220,"Grande",-68.8457327971,-32.9010953256,"2",0,"alto",690.8,690.8,"muy común"
24225,"Paraiso","Alto (> 8 mts)",122,"Grande",-68.8457358942,-32.900964294,"2",0,"medio",383.08,383.08,"muy común"
24226,"Paraiso","Alto (> 8 mts)",172,"Grande",-68.8457335852,-32.9008780896,"2",0,"medio",540.08,540.08,"muy común"
24227,"Paraiso","Alto (> 8 mts)",128,"Grande",-68.8457242901,-32.9008141483,"2",0,"medio",401.92,401.92,"muy común"
24228,"Perenne","Alto (> 8 mts)",95,"Grande",-68.8449067818,-32.9018343377,"2",0,"bajo",298.3,298.3,"muy raro"
24229,"Olmo comun","Medio (4 - 8 mts)",88,"Grande",-68.8449093351,-32.901705723,"2",0,"bajo",276.32,828.96,"normal"
24230,"Fresno americano","Medio (4 - 8 mts)",63,"Grande",-68.844897285,-32.9016785608,"2",0,"bajo",197.82,593.46,"muy común"
24235,"Fresno americano","Alto (> 8 mts)",120,"Grande",-68.844797013,-32.9013637755,"2",0,"medio",376.8,376.8,"normal"
24237,"Pltano","Alto (> 8 mts)",180,"Grande",-68.8447556727,-32.9012197108,"2",0,"medio",565.2,565.2,"muy común"
24238,"Perenne","Alto (> 8 mts)",125,"Grande",-68.8447317884,-32.9010974931,"2",0,"medio",392.5,392.5,"muy raro"
24239,"Ligustro","Alto (> 8 mts)",105,"Grande",-68.8446768504,-32.9008939649,"2",0,"medio",329.7,329.7,"raro"
24240,"Morera","Alto (> 8 mts)",180,"Grande",-68.8446039977,-32.9008531721,"2",0,"medio",565.2,565.2,"muy común"
24242,"Morera","Alto (> 8 mts)",200,"Grande",-68.8444017866,-32.9008880748,"2",0,"medio",628,628,"muy común"
24243,"Morera","Alto (> 8 mts)",190,"Grande",-68.844342354,-32.9008976867,"2",0,"medio",596.6,596.6,"muy común"
24244,"Morera","Alto (> 8 mts)",210,"Grande",-68.8442844784,-32.9009093853,"2",0,"alto",659.4,659.4,"muy común"
24245,"Morera","Alto (> 8 mts)",160,"Grande",-68.8441460214,-32.9009344674,"2",1,"medio",502.4,502.4,"muy común"
24246,"Acer","Medio (4 - 8 mts)",230,"Grande",-68.8441531159,-32.9012429894,"2",0,"alto",722.2,2166.6,"muy común"
24247,"Acer","Alto (> 8 mts)",190,"Grande",-68.8441689959,-32.9013199838,"2",0,"medio",596.6,596.6,"normal"
24248,"Morera","Alto (> 8 mts)",130,"Grande",-68.8441816039,-32.9013872998,"2",1,"medio",408.2,408.2,"muy común"
24249,"Morera","Alto (> 8 mts)",135,"Grande",-68.8441932388,-32.9014469611,"2",1,"medio",423.9,423.9,"muy común"
24250,"Olmo comun","Alto (> 8 mts)",100,"Grande",-68.8442183446,-32.9016018757,"2",0,"bajo",314,314,"muy común"
24254,"Fresno europeo","Alto (> 8 mts)",100,"Grande",-68.8442996887,-32.9018986789,"2",0,"bajo",314,314,"normal"
24256,"Fresno europeo","Alto (> 8 mts)",110,"Grande",-68.8444643613,-32.9018796265,"2",0,"medio",345.4,345.4,"normal"
24259,"Fresno americano","Alto (> 8 mts)",90,"Grande",-68.8447633434,-32.9018473578,"2",0,"bajo",282.6,282.6,"normal"
24260,"Fresno americano","Medio (4 - 8 mts)",82,"Grande",-68.8448417511,-32.9018402443,"2",0,"bajo",257.48,772.44,"muy común"
24262,"Morera","Alto (> 8 mts)",90,"Grande",-68.8443718307,-32.9004737434,"2",0,"bajo",282.6,282.6,"muy común"
24263,"Jacarand","Alto (> 8 mts)",30,"Mediano",-68.8442955071,-32.900485951,"2",0,"bajo",94.2,94.2,"raro"
24264,"Morera","Alto (> 8 mts)",200,"Grande",-68.8442186222,-32.9004987891,"2",0,"medio",628,628,"muy común"
24266,"Morera","Alto (> 8 mts)",170,"Grande",-68.8445754797,-32.9005164402,"2",0,"medio",533.8,533.8,"muy común"
24267,"Morera","Alto (> 8 mts)",75,"Grande",-68.844588528,-32.9005655886,"2",0,"bajo",235.5,235.5,"muy común"
24269,"Morera","Alto (> 8 mts)",138,"Grande",-68.844616019,-32.9006757191,"2",0,"medio",433.32,433.32,"muy común"
24270,"Morera","Alto (> 8 mts)",200,"Grande",-68.8445770295,-32.9007288225,"2",0,"medio",628,628,"muy común"
24271,"Morera","Alto (> 8 mts)",210,"Grande",-68.8445363701,-32.9007368124,"2",1,"alto",659.4,659.4,"muy común"
24278,"Olmo comun","Alto (> 8 mts)",225,"Grande",-68.8439514325,-32.9008423352,"2",0,"alto",706.5,706.5,"muy común"
24279,"Olmo comun","Alto (> 8 mts)",200,"Grande",-68.8439003198,-32.9008544443,"2",0,"medio",628,628,"muy común"
24281,"Morera","Alto (> 8 mts)",180,"Grande",-68.8437645361,-32.9008764562,"2",0,"medio",565.2,565.2,"muy común"
24282,"Morera","Alto (> 8 mts)",125,"Grande",-68.8436906539,-32.9008901598,"2",0,"medio",392.5,392.5,"muy común"
24287,"Morera","Alto (> 8 mts)",210,"Grande",-68.843476548,-32.900776279,"2",1,"alto",659.4,659.4,"muy común"
24288,"Morera","Alto (> 8 mts)",140,"Grande",-68.843455448,-32.9007256669,"2",1,"medio",439.6,439.6,"muy común"
24290,"Morera","Alto (> 8 mts)",200,"Grande",-68.8435024329,-32.9006289563,"2",1,"medio",628,628,"muy común"
24292,"Morera","Alto (> 8 mts)",200,"Grande",-68.8440870343,-32.9005226813,"2",0,"medio",628,628,"muy común"
24294,"Fresno europeo","Alto (> 8 mts)",136,"Grande",-68.84358502,-32.9011641991,"2",0,"medio",427.04,427.04,"normal"
24296,"Paraiso","Alto (> 8 mts)",135,"Grande",-68.8436324484,-32.9013498587,"2",0,"medio",423.9,423.9,"muy común"
24298,"Paraiso","Alto (> 8 mts)",160,"Grande",-68.8436484275,-32.90144131,"2",0,"medio",502.4,502.4,"muy común"
24299,"Paraiso","Alto (> 8 mts)",170,"Grande",-68.8436604515,-32.9014721628,"2",0,"medio",533.8,533.8,"muy común"
24300,"Fresno americano","Medio (4 - 8 mts)",70,"Grande",-68.843666301,-32.9015009764,"2",0,"bajo",219.8,659.4,"muy común"
24302,"Fresno europeo","Alto (> 8 mts)",98,"Grande",-68.8436991098,-32.9016135961,"2",0,"bajo",307.72,307.72,"normal"
24303,"Morera","Alto (> 8 mts)",63,"Grande",-68.8437539802,-32.9018235439,"2",0,"bajo",197.82,197.82,"muy común"
24304,"Fresno europeo","Alto (> 8 mts)",111,"Grande",-68.843774507,-32.9018940257,"2",0,"medio",348.54,348.54,"normal"
24305,"Paraiso","Alto (> 8 mts)",180,"Grande",-68.843846854,-32.9019376245,"2",0,"medio",565.2,565.2,"muy común"
24306,"Fresno europeo","Medio (4 - 8 mts)",115,"Grande",-68.8439010564,-32.9019346138,"2",1,"medio",361.1,1083.3,"muy común"
24309,"Paraiso","Alto (> 8 mts)",140,"Grande",-68.8441595782,-32.9015292615,"2",0,"medio",439.6,439.6,"muy común"
24310,"Paraiso","Alto (> 8 mts)",120,"Grande",-68.8441564317,-32.9014858069,"2",0,"medio",376.8,376.8,"muy común"
24312,"Tilo","Alto (> 8 mts)",81,"Grande",-68.8441412164,-32.9013771884,"2",0,"bajo",254.34,254.34,"raro"
24313,"Tilo","Alto (> 8 mts)",107,"Grande",-68.8441249005,-32.9012818081,"2",0,"medio",335.98,335.98,"raro"
24315,"Morera","Alto (> 8 mts)",180,"Grande",-68.8439075896,-32.9009754601,"2",0,"medio",565.2,565.2,"muy común"
24316,"Morera","Alto (> 8 mts)",110,"Grande",-68.8438559433,-32.9009870274,"2",0,"medio",345.4,345.4,"muy común"
24317,"Morera","Alto (> 8 mts)",120,"Grande",-68.8436729961,-32.9010241288,"2",0,"medio",376.8,376.8,"muy común"
24318,"Morera","Alto (> 8 mts)",160,"Grande",-68.8443449272,-32.9020266336,"2",0,"medio",502.4,502.4,"muy común"
24319,"Morera","Alto (> 8 mts)",180,"Grande",-68.8442950238,-32.9020332819,"2",0,"medio",565.2,565.2,"muy común"
24321,"Perenne","Medio (4 - 8 mts)",38,"Mediano",-68.8441818496,-32.9020441379,"2",0,"bajo",119.32,357.96,"normal"
24322,"Fresno europeo","Alto (> 8 mts)",195,"Grande",-68.8441021808,-32.902050446,"2",0,"medio",612.3,612.3,"normal"
24323,"Tilo","Alto (> 8 mts)",78,"Grande",-68.8440477096,-32.9020531165,"2",0,"bajo",244.92,244.92,"raro"
24324,"Fresno europeo","Alto (> 8 mts)",118,"Grande",-68.8440113956,-32.9020659509,"2",0,"medio",370.52,370.52,"normal"
24326,"Fresno europeo","Alto (> 8 mts)",150,"Grande",-68.8439508924,-32.9020681811,"2",0,"medio",471,471,"normal"
24327,"Jacarand","Alto (> 8 mts)",70,"Grande",-68.8439197008,-32.9020564869,"2",0,"bajo",219.8,219.8,"raro"
24328,"Morera","Alto (> 8 mts)",114,"Grande",-68.8438785,-32.9020680258,"2",0,"medio",357.96,357.96,"muy común"
24330,"Olmo comun","Alto (> 8 mts)",170,"Grande",-68.843849413,-32.9021787395,"2",0,"medio",533.8,533.8,"muy común"
24331,"Fresno europeo","Alto (> 8 mts)",110,"Grande",-68.8438693346,-32.9022342354,"2",0,"medio",345.4,345.4,"normal"
24334,"Morera","Alto (> 8 mts)",78,"Grande",-68.8438882477,-32.9023241638,"2",0,"bajo",244.92,244.92,"muy común"
24335,"Jacarand","Muy bajo (1 - 2 mts)",3,"Chico",-68.8439013117,-32.9023721681,"2",0,"bajo",9.42,37.68,"muy raro"
24336,"Morera","Alto (> 8 mts)",140,"Grande",-68.8439115864,-32.9024126415,"2",0,"medio",439.6,439.6,"muy común"
24337,"Prunas","Medio (4 - 8 mts)",40,"Mediano",-68.8439188453,-32.9024552211,"2",0,"bajo",125.6,376.8,"normal"
24338,"Morera","Alto (> 8 mts)",200,"Grande",-68.8439282796,-32.9024805632,"2",0,"medio",628,628,"muy común"
24339,"Morera","Alto (> 8 mts)",150,"Grande",-68.8439523488,-32.9025475076,"2",0,"medio",471,471,"muy común"
24340,"Morera","Alto (> 8 mts)",138,"Grande",-68.8439598503,-32.9025980269,"2",0,"medio",433.32,433.32,"muy común"
24341,"Fresno europeo","Alto (> 8 mts)",105,"Grande",-68.8439784691,-32.902669381,"2",0,"medio",329.7,329.7,"normal"
24342,"Fresno europeo","Alto (> 8 mts)",70,"Grande",-68.8439986557,-32.902755459,"2",0,"bajo",219.8,219.8,"normal"
24343,"Morera","Alto (> 8 mts)",164,"Grande",-68.8440108615,-32.902804702,"2",0,"medio",514.96,514.96,"muy común"
24344,"Fresno europeo","Alto (> 8 mts)",210,"Grande",-68.8440240538,-32.9028369755,"2",0,"alto",659.4,659.4,"normal"
24345,"Ligustro","Medio (4 - 8 mts)",45,"Mediano",-68.8440608954,-32.9028482808,"2",0,"bajo",141.3,423.9,"normal"
24346,"Perenne","Bajo (2 - 4 mts)",65,"Grande",-68.8441126346,-32.9028452796,"2",0,"bajo",204.1,408.2,"muy común"
24347,"Catalpa","Alto (> 8 mts)",125,"Grande",-68.8442114544,-32.9028224025,"2",0,"medio",392.5,392.5,"muy común"
24348,"Fresno americano","Alto (> 8 mts)",144,"Grande",-68.8443187895,-32.9028027964,"2",0,"medio",452.16,452.16,"normal"
24349,"Perenne","Alto (> 8 mts)",160,"Grande",-68.8444375856,-32.9027780576,"2",0,"medio",502.4,502.4,"muy raro"
24350,"Acacia SP","Alto (> 8 mts)",100,"Grande",-68.8445223964,-32.9027600914,"2",0,"bajo",314,314,"muy común"
24353,"Catalpa","Medio (4 - 8 mts)",91,"Grande",-68.8446741934,-32.9027332357,"2",0,"bajo",285.74,857.22,"normal"
24355,"Perenne","Bajo (2 - 4 mts)",5,"Chico",-68.8447792142,-32.9027142521,"2",0,"bajo",15.7,31.4,"muy común"
24356,"Fresno europeo","Alto (> 8 mts)",180,"Grande",-68.8449379828,-32.9026858953,"2",0,"medio",565.2,565.2,"normal"
24357,"Fresno europeo","Alto (> 8 mts)",115,"Grande",-68.8450213751,-32.9026678946,"2",0,"medio",361.1,361.1,"normal"
24358,"Perenne","Alto (> 8 mts)",108,"Grande",-68.8451054321,-32.9026499451,"2",0,"medio",339.12,339.12,"muy raro"
24359,"Fresno europeo","Medio (4 - 8 mts)",94,"Grande",-68.8451606126,-32.9026434609,"2",0,"bajo",295.16,885.48,"muy común"
24361,"Fresno europeo","Alto (> 8 mts)",127,"Grande",-68.8452498312,-32.9026236746,"2",0,"medio",398.78,398.78,"normal"
24363,"Olmo comun","Alto (> 8 mts)",110,"Grande",-68.8452867103,-32.9025292529,"2",0,"medio",345.4,345.4,"muy común"
24366,"Acer","Alto (> 8 mts)",60,"Mediano",-68.8452287679,-32.9024116009,"2",0,"bajo",188.4,188.4,"normal"
24367,"Acer","Alto (> 8 mts)",105,"Grande",-68.845212677,-32.9023833581,"2",0,"medio",329.7,329.7,"normal"
24368,"Jacarand","Medio (4 - 8 mts)",62,"Grande",-68.8451744234,-32.9023149626,"2",0,"bajo",194.68,584.04,"muy común"
24371,"Fresno europeo","Alto (> 8 mts)",170,"Grande",-68.845071449,-32.9020932899,"2",0,"medio",533.8,533.8,"normal"
24372,"Morera","Alto (> 8 mts)",190,"Grande",-68.8450557078,-32.902060696,"2",0,"medio",596.6,596.6,"muy común"
24373,"Morera","Alto (> 8 mts)",130,"Grande",-68.8449397663,-32.9019685402,"2",0,"medio",408.2,408.2,"muy común"
24374,"Perenne","Alto (> 8 mts)",112,"Grande",-68.8448491039,-32.9019763094,"2",0,"medio",351.68,351.68,"muy raro"
24376,"Fresno europeo","Alto (> 8 mts)",160,"Grande",-68.8447197152,-32.9019877247,"2",0,"medio",502.4,502.4,"normal"
24377,"Morera","Alto (> 8 mts)",160,"Grande",-68.8450727751,-32.9036920433,"2",0,"medio",502.4,502.4,"muy común"
24378,"Morera","Alto (> 8 mts)",116,"Grande",-68.8449915658,-32.9036982391,"2",0,"medio",364.24,364.24,"muy común"
24379,"Morera","Alto (> 8 mts)",160,"Grande",-68.844938031,-32.9037045964,"2",0,"medio",502.4,502.4,"muy común"
24381,"Acer","Bajo (2 - 4 mts)",27,"Mediano",-68.8447469991,-32.9037256734,"2",0,"bajo",84.78,169.56,"raro"
24383,"Morera","Alto (> 8 mts)",200,"Grande",-68.8444639397,-32.9037546536,"2",0,"medio",628,628,"muy común"
24385,"Paraiso","Medio (4 - 8 mts)",58,"Mediano",-68.8443294715,-32.9037701333,"2",0,"bajo",182.12,546.36,"normal"
24387,"Morera","Alto (> 8 mts)",80,"Grande",-68.8442261754,-32.9036622942,"2",0,"bajo",251.2,251.2,"muy común"
24388,"Morera","Alto (> 8 mts)",110,"Grande",-68.844215484,-32.9036075321,"2",0,"medio",345.4,345.4,"muy común"
24390,"Morera","Alto (> 8 mts)",95,"Grande",-68.844177484,-32.9034719301,"2",0,"bajo",298.3,298.3,"muy común"
24391,"Morera","Alto (> 8 mts)",88,"Grande",-68.8441632485,-32.9034164368,"2",0,"bajo",276.32,276.32,"muy común"
24392,"Morera","Alto (> 8 mts)",80,"Grande",-68.8441220313,-32.9032466604,"2",0,"bajo",251.2,251.2,"muy común"
24393,"Morera","Alto (> 8 mts)",160,"Grande",-68.8441105817,-32.9031952526,"2",0,"medio",502.4,502.4,"muy común"
24394,"Morera","Alto (> 8 mts)",135,"Grande",-68.8440967845,-32.9031482826,"2",0,"medio",423.9,423.9,"muy común"
24395,"Morera","Alto (> 8 mts)",210,"Grande",-68.8440739987,-32.9030667459,"2",0,"alto",659.4,659.4,"muy común"
24396,"Morera","Alto (> 8 mts)",250,"Grande",-68.8440636832,-32.9030208226,"2",0,"alto",785,785,"muy común"
24399,"Catalpa","Alto (> 8 mts)",190,"Grande",-68.8443183585,-32.9029269585,"2",0,"medio",596.6,596.6,"muy común"
24400,"Olmo comun","Medio (4 - 8 mts)",240,"Grande",-68.8444529622,-32.9029090922,"2",0,"alto",753.6,2260.8,"normal"
24403,"Morera","Alto (> 8 mts)",200,"Grande",-68.8446507019,-32.9028701615,"2",0,"medio",628,628,"muy común"
24404,"Fresno americano","Alto (> 8 mts)",88,"Grande",-68.8447933049,-32.9028431472,"2",0,"bajo",276.32,276.32,"normal"
24409,"Morera","Alto (> 8 mts)",142,"Grande",-68.8457636482,-32.9036120664,"2",0,"medio",445.88,445.88,"muy común"
24410,"Fresno americano","Medio (4 - 8 mts)",58,"Mediano",-68.8451286049,-32.9034221808,"2",0,"bajo",182.12,546.36,"muy común"
24412,"Fresno europeo","Alto (> 8 mts)",117,"Grande",-68.845182404,-32.9036274955,"2",0,"medio",367.38,367.38,"normal"
24413,"Morera","Alto (> 8 mts)",142,"Grande",-68.8452453358,-32.903666997,"2",0,"medio",445.88,445.88,"muy común"
24414,"Morera","Alto (> 8 mts)",182,"Grande",-68.84530764,-32.9036623376,"2",0,"medio",571.48,571.48,"muy común"
24415,"Morera","Alto (> 8 mts)",170,"Grande",-68.8453608263,-32.9036584449,"2",0,"medio",533.8,533.8,"muy común"
24416,"Morera","Alto (> 8 mts)",120,"Grande",-68.8454564709,-32.9036448287,"2",0,"medio",376.8,376.8,"muy común"
24417,"Morera","Alto (> 8 mts)",180,"Grande",-68.8455800314,-32.9036345136,"2",0,"medio",565.2,565.2,"muy común"
24420,"Fresno europeo","Alto (> 8 mts)",116,"Grande",-68.8456694737,-32.9032674759,"2",0,"medio",364.24,364.24,"normal"
24421,"Paraiso","Medio (4 - 8 mts)",108,"Grande",-68.8457304212,-32.9033811766,"2",0,"medio",339.12,1017.36,"normal"
24422,"Morera","Alto (> 8 mts)",92,"Grande",-68.8456908964,-32.9033056564,"2",0,"bajo",288.88,288.88,"muy común"
24424,"Fresno europeo","Medio (4 - 8 mts)",92,"Grande",-68.8455956939,-32.9031004947,"2",0,"bajo",288.88,866.64,"muy común"
24425,"Fresno europeo","Alto (> 8 mts)",125,"Grande",-68.8455395171,-32.9029929925,"2",0,"medio",392.5,392.5,"normal"
24428,"Morera","Medio (4 - 8 mts)",50,"Mediano",-68.8454367249,-32.9028076098,"2",0,"bajo",157,471,"normal"
24430,"Fresno europeo","Alto (> 8 mts)",180,"Grande",-68.8454084132,-32.9027615715,"2",0,"medio",565.2,565.2,"normal"
24432,"Fresno europeo","Alto (> 8 mts)",143,"Grande",-68.8452353072,-32.9027656656,"2",0,"medio",449.02,449.02,"normal"
24434,"Morera","Alto (> 8 mts)",63,"Grande",-68.8451316656,-32.9027820147,"2",0,"bajo",197.82,197.82,"muy común"
24435,"Fresno europeo","Medio (4 - 8 mts)",25,"Mediano",-68.8450410445,-32.9027962393,"2",0,"bajo",78.5,235.5,"muy común"
24437,"Fresno europeo","Alto (> 8 mts)",137,"Grande",-68.8449966583,-32.9028820378,"2",0,"medio",430.18,430.18,"normal"
24438,"Fresno europeo","Alto (> 8 mts)",90,"Grande",-68.8450033365,-32.9029122031,"2",0,"bajo",282.6,282.6,"normal"
24439,"Fresno europeo","Alto (> 8 mts)",150,"Grande",-68.8450121305,-32.9029568476,"2",0,"medio",471,471,"normal"
24440,"Fresno europeo","Alto (> 8 mts)",150,"Grande",-68.8450398407,-32.903056616,"2",0,"medio",471,471,"normal"
24442,"Fresno americano","Medio (4 - 8 mts)",65,"Grande",-68.8450752583,-32.9031879261,"2",0,"bajo",204.1,612.3,"muy común"
24444,"Fresno europeo","Alto (> 8 mts)",145,"Grande",-68.8451046564,-32.9033141252,"2",0,"medio",455.3,455.3,"normal"
24445,"Fresno europeo","Alto (> 8 mts)",115,"Grande",-68.8457722609,-32.9026762872,"2",0,"medio",361.1,361.1,"normal"
24446,"Fresno europeo","Muy bajo (1 - 2 mts)",4,"Chico",-68.8456827868,-32.9026813165,"2",0,"bajo",12.56,50.24,"muy raro"
24447,"Fresno europeo","Alto (> 8 mts)",114,"Grande",-68.8456255881,-32.9026891807,"2",0,"medio",357.96,357.96,"normal"
24449,"Fresno europeo","Alto (> 8 mts)",190,"Grande",-68.8455498835,-32.9027052275,"2",0,"medio",596.6,596.6,"normal"
24451,"Fresno americano","Medio (4 - 8 mts)",56,"Mediano",-68.8455989727,-32.902812499,"2",0,"bajo",175.84,527.52,"muy común"
24452,"Fresno americano","Alto (> 8 mts)",108,"Grande",-68.8456276125,-32.9028777265,"2",0,"medio",339.12,339.12,"normal"
24454,"Fresno americano","Alto (> 8 mts)",125,"Grande",-68.8456919435,-32.9030100838,"2",0,"medio",392.5,392.5,"normal"
24455,"Fresno europeo","Medio (4 - 8 mts)",100,"Grande",-68.8459148889,-32.9026535602,"2",0,"bajo",314,942,"muy común"
24456,"Fresno europeo","Medio (4 - 8 mts)",122,"Grande",-68.8460692692,-32.9026339131,"2",0,"medio",383.08,1149.24,"muy común"
24458,"Perenne","Alto (> 8 mts)",180,"Grande",-68.8462461923,-32.902620335,"2",0,"medio",565.2,565.2,"muy raro"
24459,"Paraiso","Medio (4 - 8 mts)",128,"Grande",-68.8463265847,-32.90261304,"2",0,"medio",401.92,1205.76,"normal"
24461,"Paraiso","Alto (> 8 mts)",90,"Grande",-68.8464668522,-32.9026573049,"2",0,"bajo",282.6,282.6,"muy común"
24467,"Olmo comun","Alto (> 8 mts)",142,"Grande",-68.8465026662,-32.9031492206,"2",0,"medio",445.88,445.88,"muy común"
24468,"Olmo comun","Alto (> 8 mts)",120,"Grande",-68.8464985898,-32.9032196376,"2",0,"medio",376.8,376.8,"muy común"
24469,"Olmo comun","Alto (> 8 mts)",117,"Grande",-68.8465058458,-32.9032888061,"2",0,"medio",367.38,367.38,"muy común"
24470,"Morera","Alto (> 8 mts)",113,"Grande",-68.846516516,-32.9033615855,"2",0,"medio",354.82,354.82,"muy común"
24472,"Olmo comun","Alto (> 8 mts)",116,"Grande",-68.8465200518,-32.9034806129,"2",0,"medio",364.24,364.24,"muy común"
24473,"Olmo comun","Alto (> 8 mts)",135,"Grande",-68.8465212726,-32.9035165017,"2",0,"medio",423.9,423.9,"muy común"
24474,"Morera","Medio (4 - 8 mts)",98,"Grande",-68.8465065674,-32.9035521003,"2",0,"bajo",307.72,923.16,"normal"
24475,"Morera","Alto (> 8 mts)",125,"Grande",-68.8464574904,-32.9035606963,"2",0,"medio",392.5,392.5,"muy común"
24476,"Morera","Alto (> 8 mts)",120,"Grande",-68.8464160154,-32.9035619077,"2",0,"medio",376.8,376.8,"muy común"
24479,"Morera","Alto (> 8 mts)",160,"Grande",-68.8460944334,-32.9035963175,"2",0,"medio",502.4,502.4,"muy común"
24480,"Morera","Alto (> 8 mts)",180,"Grande",-68.8460169302,-32.9036012716,"2",0,"medio",565.2,565.2,"muy común"
24485,"Paraiso","Alto (> 8 mts)",150,"Grande",-68.8458008395,-32.9032085899,"2",0,"medio",471,471,"muy común"
24486,"Fresno europeo","Alto (> 8 mts)",130,"Grande",-68.8457291285,-32.9030787483,"2",0,"medio",408.2,408.2,"normal"
